,burst_allowance,drop_prob,current_qdelay,qdelay_old,accu_prob,measurement_start,tot_pkts,tot_bytes,length,len_bytes,drops,ecn
0,1.0,-0.9999878127093089,-0.3125,0.020833333333333336,0.0,0.0014962593516209544,0.00039226261982397214,0.00028745795207043944,0.003257328990228013,0.0036899279726059745,0.0,0
1,1.0,-1.0,-0.0,0.0,0.0,0.0016209476309226867,0.0006374267572139547,0.0005684063269773049,0.0,0.0,0.0,0
2,1.0,-0.9999878127093089,-0.3125,0.020833333333333336,0.0,0.002493765586034924,0.0012013042732109147,0.0010134623860461201,0.013029315960912053,0.011197701420868263,0.0,0
3,1.0,-0.9999878127093089,-0.3125,0.020833333333333336,0.0,0.0026600166251039004,0.0016180833067738851,0.001512087704320908,0.01954397394136808,0.018577557366080213,0.0,0
4,0.888888888888889,-0.9999903781971333,-0.3125,0.020833333333333336,0.0,0.0026600166251039004,0.001716148961729878,0.0016364745291025781,0.003257328990228013,0.0036899279726059745,0.0,0
5,1.0,-0.9999878127093089,-0.3125,0.020833333333333336,0.0,0.0034497090606816494,0.0032361666135477703,0.0030241339463668885,0.09446254071661238,0.099883890266462,0.0,0
6,0.888888888888889,-0.9998774791140966,-0.9375,0.0625,0.0,0.0034497090606816494,0.0032606830272867687,0.003055230652562306,0.06840390879478828,0.07036446648561419,0.0,0
7,0.6666666666666666,-0.9976092090739198,-1.875,0.125,0.0,0.0034497090606816494,0.0035548799921547476,0.0034283911269073165,0.06840390879478828,0.07036446648561419,0.0,0
8,0.5555555555555556,-1.0,-1.25,0.08333333333333334,0.0,0.0034497090606816494,0.003751011302066734,0.003677164776470656,0.06188925081433225,0.07010863147951352,0.0,0
9,0.4444444444444445,-1.0,-0.9375,0.0625,0.0,0.0034497090606816494,0.003775527715805732,0.003708261482666074,0.05211726384364821,0.05903884756169559,0.0,0
10,0.3333333333333333,-0.9999839639881622,-1.25,0.08333333333333334,0.0,0.0034497090606816494,0.003971659025717718,0.0038969977581347947,0.035830618892508145,0.03346518675955445,0.0,0
11,0.22222222222222224,-0.9999711345914,-1.25,0.08333333333333334,0.0,0.0034497090606816494,0.003971659025717718,0.0038969977581347947,0.02280130293159609,0.018705474869130552,0.0,0
12,1.0,-0.9999878127093089,-0.3125,0.020833333333333336,0.0,0.004364089775561075,0.004707151437887665,0.0046497868217134615,0.042345276872964174,0.040845042704766396,0.0,0
13,0.888888888888889,-0.9998774791140966,-0.9375,0.0625,0.0,0.004364089775561075,0.0047316678516266635,0.004650864840861569,0.01954397394136808,0.011453536426968945,0.0,0
14,1.0,-0.9999595874491396,-0.9375,0.0625,0.0,0.004779717373233572,0.0056387751599696,0.005291125290287752,0.013029315960912053,0.0005116700122013618,0.0,0
15,1.0,-0.9999737000792243,-0.625,0.04166666666666667,0.0,0.004987531172069848,0.006447816813356542,0.006047148411310743,0.06188925081433225,0.05586058960129098,0.0,0
16,0.888888888888889,-0.9995118349440385,-1.25,0.08333333333333334,0.0,0.004987531172069848,0.006692980950746524,0.006268059412122989,0.06840390879478828,0.05255441413783603,0.0,0
17,0.7777777777777778,-0.9993065616593805,-1.25,0.08333333333333334,0.0,0.004987531172069848,0.006987177915614503,0.006641219886467998,0.10749185667752444,0.09683354980910772,0.0,0
18,0.6666666666666666,-0.9991012883747223,-1.25,0.08333333333333334,0.0,0.004987531172069848,0.007158792811787491,0.0067988594557413014,0.055374592833876225,0.0556047545951903,0.0,0
19,0.5555555555555556,-0.9979928116587485,-1.5625,0.10416666666666667,0.0,0.004987531172069848,0.007698153914045453,0.007422949617945867,0.11400651465798047,0.11489943716298658,0.0,0
20,0.4444444444444445,-0.9968022256289114,-1.875,0.125,0.0,0.004987531172069848,0.007894285223957439,0.007551648519319969,0.1237785016286645,0.11172117920258196,0.0,0
21,0.22222222222222224,-0.99998268075484,-1.5625,0.10416666666666667,0.0,0.004987531172069848,0.008237515016303414,0.007866927657866575,0.10423452768729642,0.0895816113669461,0.0,0
22,0.11111111111111112,-0.9999082698620902,-1.875,0.125,0.0,0.004987531172069848,0.008237515016303414,0.007866927657866575,0.09120521172638436,0.07482189947652221,0.0,0
23,0.0,-0.9998158976181093,-1.875,0.125,0.0,0.004987531172069848,0.008409129912476403,0.00796452985304526,0.06188925081433225,0.041612547723068445,0.0,0
24,0.0,-0.9997235253741283,-1.875,0.125,0.00017684490436435606,0.004987531172069848,0.008703326877344382,0.00824763426624834,0.0749185667752443,0.04568622820482544,0.0,0
25,0.0,-1.0,-0.625,0.04166666666666667,0.00017684490436435606,0.004987531172069848,0.008703326877344382,0.00824763426624834,0.02931596091205212,0.029647341283898135,0.0,0
26,0.0,-0.9999711336125797,-1.25,0.08333333333333334,0.00017684490436435606,0.004987531172069848,0.008752359704822379,0.008279808991591866,0.00977198697068404,0.003945762978706655,0.0,0
27,0.0,-1.0,-0.3125,0.020833333333333336,0.0,0.004987531172069848,0.009536884944470322,0.009064772780514057,0.03257328990228013,0.03689927972605975,0.0,0
28,0.0,-0.9999865294759867,-0.625,0.04166666666666667,0.0,0.004987531172069848,0.009782049081860304,0.009315702468373613,0.048859934853420196,0.04822489864997835,0.0,0
29,0.0,-0.9999275134678237,-0.9375,0.0625,5.391460054315286e-06,0.004987531172069848,0.009904631150555296,0.009471185999350701,0.05211726384364821,0.05191482662258432,0.0,0
30,0.0,-0.99989672271983,-0.9375,0.0625,0.0001678592420776392,0.004987531172069848,0.010591090735247248,0.010221819024633151,0.09771986970684039,0.0964497972999567,0.0,0
