,burst_allowance,drop_prob,current_qdelay,qdelay_old,accu_prob,measurement_start,tot_pkts,tot_bytes,length,len_bytes,drops,ecn,action,reward
0,1.0,-0.9999878127093088,-0.3125,0.0208333333333333,0.0,0.6741479634247713,0.3695849371153987,0.463746506285059,0.006514657980456,0.0073798559452119,0.2588495575221239,0.0,0.19021808053827152,-9.0625
1,0.0,0.1884506728172166,-9.0625,0.6041666666666667,0.1835363583442329,0.9335827098919368,0.0924268797960234,0.1168559488620886,0.3550488599348534,0.4022021490140512,0.25,1.0,-0.6200242647709278,-6.25
2,0.0,-0.6198444294741394,-6.25,0.4166666666666667,0.2195742395116862,0.5531587697423109,0.0364804236436294,0.0463297801545796,0.0879478827361563,0.0996280552603613,0.0066371681415929,0.0,0.08696431390647774,-7.1875
3,0.0,0.0872919022133316,-7.1875,0.4791666666666667,0.0951334086581496,0.9335827098919368,0.0927455931746304,0.117260206042629,0.3517915309446254,0.3985122210414452,0.2566371681415929,1.0,-0.14154540685614148,-5.0
4,0.0,-0.1418587309803122,-5.0,0.3333333333333333,0.0,0.1658769742310889,0.041923067493687,0.0532332489299623,0.1205211726384365,0.136527334986421,0.0530973451327433,1.0,-0.0017525295688086695,-11.25
5,0.0,0.0005401213232112,-11.25,0.75,0.380266102800147,0.9191188694929342,0.0578587364240359,0.0734461079569837,0.4657980456026059,0.5276597000826544,0.0597345132743362,1.0,-1.0,-0.0
6,0.3333333333333333,-1.0,-0.0,0.0,0.0,0.9985453034081462,0.1370957856284782,0.0277735877845504,0.0,0.0,0.0,0.0,-0.28556214415799025,-6.875
7,0.0,-0.2857438865664576,-6.875,0.4583333333333333,0.0,0.8738570241064005,0.0574909902179509,0.0729796573640524,0.254071661237785,0.287814381863266,0.0309734513274336,0.0,-0.783971163688095,-0.625
8,0.0,-0.7838374166245883,-0.625,0.0416666666666666,0.0277146176119935,0.7088528678304239,0.4416386770943146,0.5547194641747286,0.022801302931596,0.0258294958082418,0.3030973451327433,0.0,-0.1851379477714067,-9.0625
9,0.0,-0.1900017700838226,-9.0625,0.6041666666666667,0.2418631857049343,0.6661263507896924,0.366790065949153,0.4621157120876214,0.1856677524429967,0.2103258944385405,0.2588495575221239,0.0,-0.8690496848840535,-3.4375
10,0.0,-0.8690489964749096,-3.4375,0.2291666666666666,0.052674908307936,0.8738570241064005,0.0540832087082301,0.0686572152028894,0.3289902280130293,0.3726827252332034,0.0044247787610619,0.0,-0.01342235640932854,-7.1875
11,0.0,-0.0151113355376237,-7.1875,0.4791666666666667,0.1528397306794846,0.8738570241064005,0.0591581063522028,0.0750942333853408,0.254071661237785,0.287814381863266,0.0641592920353982,0.0,-0.31354057313025263,-2.5
12,0.0,-0.3117007249784245,-2.5,0.1666666666666666,0.0579365718409111,0.0997921862011637,0.2636495133491873,0.219204662349891,0.1237785016286645,0.0773408903058212,0.1747787610619469,0.0,-0.6798228279016751,-0.9375
13,0.0,-0.6776494471207095,-0.9375,0.0625,0.371833356406565,0.5531587697423109,0.0440314790752408,0.0559075656627682,0.0358306188925081,0.0405892076986657,0.0707964601769911,0.0,-0.8294716846947446,-2.5
14,0.0,-0.8293773332446777,-2.5,0.1666666666666666,0.152315397516629,0.9908977556109726,0.1852215057981318,0.2345569818117438,0.1009771986970684,0.1143877671507852,0.3650442477876106,1.0,-0.8860827318945023,-3.125
15,0.0,-0.8859956037943549,-3.125,0.2083333333333333,0.0467393370276741,0.17024106400665,0.0454534310721027,0.0577111746221024,0.0390879478827361,0.0442791356712716,0.0663716814159292,1.0,-0.28898248393807857,-8.4375
16,0.0,-0.2884406664848224,-8.4375,0.5625,0.0535938571703392,0.9335827098919368,0.0893868444923876,0.1129999572938568,0.4234527687296417,0.4796906364387767,0.1725663716814159,1.0,-0.473445918536408,-10.0
17,0.0,-0.4744569238265119,-10.0,0.6666666666666667,0.1161107382198118,0.1084788029925187,0.2915982250116453,0.2403773730414776,0.5667752442996743,0.5232809855551619,0.1991150442477876,0.0,-1.0,-0.0
18,0.3333333333333333,-1.0,-0.0,0.0,0.0,0.9985453034081462,0.1370957856284782,0.0277735877845504,0.0,0.0,0.0,0.0,0.5426796257407192,-12.5
19,0.0,0.5470602233834068,-12.5,0.8333333333333334,0.0,0.9191188694929342,0.0586677780774228,0.0744722992614324,0.1986970684039088,0.2250856063289644,0.0862831858407079,1.0,-0.9083149603188501,-4.0625
20,0.0,-0.9085307822838904,-4.0625,0.2708333333333333,0.1399886162498161,0.9335827098919368,0.083895167814852,0.1060342951060833,0.2964169381107492,0.3357834455071437,0.1482300884955752,1.0,0.28848378620107945,-4.0625
21,0.0,0.2935064184475073,-4.0625,0.2708333333333333,0.0,0.9191188694929342,0.0597219838681997,0.0758094576278354,0.0814332247557003,0.0922481993151493,0.1238938053097345,1.0,-0.8499540417343013,-2.5
22,0.0,-0.8497404626591639,-2.5,0.1666666666666666,0.0630320665946871,0.9908977556109726,0.1845840790409179,0.233748467450663,0.0977198697068403,0.1106978391781792,0.3650442477876106,1.0,0.15179668387441222,-8.4375
23,0.0,0.1464106649664325,-8.4375,0.5625,0.0906113815167043,0.9335827098919368,0.0922062320723724,0.1165760785063298,0.3615635179153094,0.4095820049592631,0.243362831858407,1.0,-0.6687376906940451,-3.4375
24,0.0,-0.6694526156398078,-3.4375,0.2291666666666666,0.3356687488960998,0.8776392352452203,0.0080904165338694,0.0103197943802861,0.1205211726384365,0.136527334986421,0.0088495575221238,1.0,-0.40161882437234203,-6.875
25,0.0,-0.4023494828525908,-6.875,0.4583333333333333,0.6707103757891621,0.0997921862011637,0.2516609870308171,0.2100187782643145,0.2345276872964169,0.1516904790018498,0.0221238938053097,0.0,-0.9407724347522508,-4.375
26,0.3333333333333333,-0.940810036884506,-4.375,0.2916666666666667,0.0,0.6661263507896924,0.3647797200225551,0.4595657821795972,0.4039087947882736,0.4540480969811469,0.25,0.0,-0.3155698348357988,-9.375
27,0.0,-0.3161217936361755,-9.375,0.625,0.2418631857049343,0.6661263507896924,0.366790065949153,0.4621157120876214,0.254071661237785,0.287814381863266,0.2588495575221239,0.0,-1.0,-0.0
28,0.3333333333333333,-1.0,-0.0,0.0,0.0,0.9985453034081462,0.1370957856284782,0.0277735877845504,0.0,0.0,0.0,0.0,-0.0039899341404491945,-9.0625
29,0.0,-0.0047629857360095,-9.0625,0.6041666666666667,0.2418631857049343,0.6661263507896924,0.366790065949153,0.4621157120876214,0.0488599348534201,0.0553489195890896,0.2588495575221239,0.0,-0.9061425518580459,-4.0625
30,0.0,-0.9059276588216492,-4.0625,0.2708333333333333,0.0632651912589203,0.8776392352452203,0.0060800706072715,0.0077698644722619,0.1921824104234527,0.2177057503837524,0.0,1.0,-0.6834698654814717,-3.125
31,0.0,-0.6830160629729516,-3.125,0.2083333333333333,0.1415174070979361,0.483458021612635,0.0254970702885581,0.0323984143167576,0.4397394136807818,0.4981402763018066,0.0243362831858407,1.0,-0.42534188529306277,-5.9375
32,0.0,-0.424742257680879,-5.9375,0.3958333333333333,0.2560989116192831,0.9908977556109726,0.1929932089533942,0.2444146376756912,0.3355048859934854,0.3800625811784153,0.40929203539823,1.0,-1.0,-0.0
33,0.3333333333333333,-1.0,-0.0,0.0,0.0,0.9985453034081462,0.1370957856284782,0.0277735877845504,0.0,0.0,0.0,0.0,-0.23721658734369966,-1.875
34,0.0,-0.2380126782444058,-1.875,0.125,0.1158920401969249,0.6479634247714048,0.3435730221383216,0.4328452532536484,0.0456026058631921,0.0516589916164836,0.2389380530973451,0.0,-0.3700666912468613,-5.9375
35,0.0,-0.3690297540927015,-5.9375,0.3958333333333333,0.09428568183711,0.483458021612635,0.0288313025570619,0.0366275663593344,0.482084690553746,0.5461093399456842,0.0619469026548672,1.0,-0.653340023692501,-5.9375
36,0.0,-0.6534323011420977,-5.9375,0.3958333333333333,0.0243769118390314,0.944139650872818,0.1058863909387334,0.1339280405633728,0.2149837133550488,0.2435352461919943,0.3584070796460177,1.0,-1.0,-0.0
37,0.3333333333333333,-1.0,-0.0,0.0,0.0,0.9985453034081462,0.1370957856284782,0.0277735877845504,0.0,0.0,0.0,0.0,-0.27030591522962655,-9.0625
38,0.0,-0.2740817857853912,-9.0625,0.6041666666666667,0.2418631857049343,0.6661263507896924,0.366790065949153,0.4621157120876214,0.2247557003257329,0.2546050301098122,0.2588495575221239,0.0,-0.6593431335708931,-3.75
39,0.0,-0.6591260827623132,-3.75,0.25,0.027181200610722,0.2137988362427265,0.0504057466473804,0.0425593667217976,0.2312703583061889,0.2014307080725784,0.0265486725663716,0.0,-0.5333845825414277,-3.4375
40,0.0,-0.5328225891459387,-3.4375,0.2291666666666666,0.4893347937362413,0.8776392352452203,0.0096349505994263,0.0122788868705974,0.1074918566775244,0.1217676230959971,0.0221238938053097,1.0,-0.5013213219289698,-5.3125
41,0.0,-0.5014042030228458,-5.3125,0.3541666666666667,0.1461859863623739,0.0288029925187032,0.126602760548187,0.1113227668107757,0.3876221498371335,0.3286791041838863,0.0420353982300884,0.0,-0.6982925041985498,-2.1875
42,0.0,-0.6981639618508789,-2.1875,0.1458333333333333,0.288938652177496,0.7642560266001663,0.6025644168770992,0.7570971597927052,0.0456026058631921,0.0516589916164836,0.3915929203539823,0.0,-0.7976710421768167,-3.125
43,0.0,-0.7976317901629935,-3.125,0.2083333333333333,0.2341667879386714,0.7088528678304239,0.4384025104807669,0.5506146989569335,0.1042345276872964,0.1180776951233911,0.2898230088495575,0.0,-0.5549730107819394,-3.125
44,0.0,-0.5541569225908003,-3.125,0.2083333333333333,0.1206329693920954,0.5531587697423109,0.0427075927333349,0.0542283435282157,0.1270358306188925,0.143907190931633,0.0575221238938053,0.0,-0.5870552667282619,-4.6875
45,0.0,-0.5870006784795204,-4.6875,0.3125,0.073309429862283,0.5531587697423109,0.041212091495256,0.0523314444502952,0.1954397394136807,0.2213956783563584,0.0398230088495575,0.0,-0.8436012183428969,-3.4375
46,0.0,-0.8439555969223909,-3.4375,0.2291666666666666,0.4113411626953486,0.9296758104738154,0.0665620633013802,0.0844854386563569,0.1205211726384365,0.136527334986421,0.1482300884955752,1.0,-0.8834554924730436,-3.75
