,rewards
3431,-2.8125
3432,-0.0
3433,-1.5625
3434,-3.125
3435,-0.0
3436,-3.75
3437,-7.1875
3438,-2.1875
3439,-5.3125
3440,-2.8125
3441,-1.875
3442,-0.9375
3443,-3.4375
3444,-2.1875
3445,-1.5625
3446,-4.0625
3447,-0.3125
3448,-1.25
3449,-2.1875
3450,-2.5
3451,-4.6875
3452,-5.0
3453,-4.375
3454,-3.4375
3455,-1.5625
3456,-2.8125
3457,-0.0
3458,-2.1875
3459,-4.0625
3460,-1.875
3461,-0.3125
3462,-4.375
3463,-8.75
3464,-3.4375
3465,-1.25
3466,-0.0
3467,-1.875
3468,-0.3125
3469,-5.0
3470,-0.0
3471,-5.3125
3472,-0.0
3473,-1.875
3474,-2.5
3475,-0.0
3476,-2.1875
3477,-3.75
3478,-2.1875
3479,-2.1875
3480,-0.625
3481,-3.75
3482,-0.0
3483,-3.125
3484,-2.8125
3485,-3.125
3486,-0.0
3487,-2.1875
3488,-9.0625
3489,-2.8125
3490,-1.5625
3491,-2.1875
3492,-11.25
3493,-0.0
3494,-5.0
3495,-1.5625
3496,-0.0
3497,-12.1875
3498,-2.5
3499,-3.125
3500,-6.5625
3501,-0.0
3502,-2.8125
3503,-0.0
3504,-0.0
3505,-2.8125
3506,-5.0
3507,-2.1875
3508,-2.8125
3509,-8.125
3510,-3.75
3511,-0.9375
3512,-0.0
3513,-3.4375
3514,-3.125
3515,-1.875
3516,-5.3125
3517,-0.0
3518,-0.0
3519,-1.875
3520,-0.0
3521,-4.6875
3522,-0.3125
3523,-5.625
3524,-1.25
3525,-1.5625
3526,-3.125
3527,-0.0
3528,-2.8125
3529,-6.25
3530,-0.0
3531,-2.8125
3532,-3.125
3533,-7.5
3534,-3.125
3535,-0.0
3536,-3.4375
3537,-2.1875
3538,-0.0
3539,-6.875
3540,-0.0
3541,-0.0
3542,-10.9375
3543,-0.0
3544,-4.375
3545,-12.1875
3546,-0.625
3547,-0.3125
3548,-0.625
3549,-5.0
3550,-6.25
3551,-2.1875
3552,-0.0
3553,-4.6875
3554,-2.5
3555,-0.0
3556,-3.125
3557,-3.125
3558,-0.0
3559,-8.75
3560,-2.8125
3561,-3.4375
3562,-3.125
3563,-0.0
3564,-3.125
3565,-0.0
3566,-0.0
3567,-11.25
3568,-2.1875
3569,-0.0
3570,-3.125
3571,-4.6875
3572,-3.125
3573,-0.625
3574,-2.1875
3575,-1.5625
3576,-3.4375
3577,-2.5
3578,-4.375
3579,-1.25
3580,-1.875
3581,-0.0
3582,-3.4375
3583,-2.1875
3584,-2.5
3585,-0.9375
3586,-2.5
3587,-2.5
3588,-2.1875
3589,-1.875
3590,-1.875
3591,-0.0
3592,-2.8125
3593,-1.5625
3594,-3.125
3595,-4.6875
3596,-1.5625
3597,-1.875
3598,-2.1875
3599,-3.125
3600,-3.125
3601,-4.0625
3602,-0.0
3603,-3.125
3604,-2.5
3605,-2.1875
3606,-1.875
3607,-3.125
3608,-0.0
3609,-3.4375
3610,-9.375
3611,-2.8125
3612,-1.5625
3613,-3.75
3614,-0.0
3615,-0.9375
3616,-0.0
3617,-0.0
3618,-4.0625
3619,-2.8125
3620,-7.1875
3621,-6.25
3622,-2.1875
3623,-2.8125
3624,-1.25
3625,-0.9375
3626,-3.125
3627,-2.1875
3628,-3.4375
3629,-0.0
3630,-0.3125
3631,-3.125
3632,-1.875
3633,-2.8125
3634,-6.25
3635,-3.4375
3636,-4.375
3637,-0.0
3638,-2.1875
3639,-2.8125
3640,-3.75
3641,-11.5625
3642,-2.5
3643,-3.125
3644,-0.0
3645,-1.25
3646,-0.0
3647,-0.0
3648,-6.25
3649,-2.5
3650,-0.9375
3651,-0.0
3652,-0.0
3653,-2.8125
3654,-3.125
3655,-5.3125
3656,-4.6875
3657,-2.1875
3658,-1.875
3659,-0.0
3660,-1.5625
3661,-0.0
3662,-4.375
3663,-6.25
3664,-3.125
3665,-6.875
3666,-3.75
3667,-0.0
3668,-1.5625
3669,-1.25
3670,-9.375
3671,-2.5
3672,-1.5625
3673,-6.25
3674,-0.0
3675,-2.1875
3676,-3.75
3677,-4.375
3678,-0.3125
3679,-1.875
3680,-2.8125
3681,-0.0
3682,-9.0625
3683,-3.4375
3684,-4.6875
3685,-3.4375
3686,-0.9375
3687,-2.1875
3688,-3.4375
3689,-0.0
3690,-3.125
3691,-3.125
3692,-1.5625
3693,-1.5625
3694,-0.0
3695,-2.8125
3696,-1.5625
3697,-3.125
3698,-2.8125
3699,-4.0625
3700,-3.125
3701,-3.125
3702,-2.5
3703,-2.5
3704,-1.875
3705,-2.1875
3706,-3.125
3707,-0.0
3708,-0.0
3709,-2.8125
3710,-0.9375
3711,-4.0625
3712,-2.5
3713,-1.875
3714,-8.125
3715,-2.1875
3716,-3.125
3717,-2.5
3718,-0.0
3719,-3.4375
3720,-0.0
3721,-0.0
3722,-0.9375
3723,-2.8125
3724,-9.6875
3725,-2.8125
3726,-0.3125
3727,-0.0
3728,-0.0
3729,-1.875
3730,-2.1875
3731,-2.5
3732,-4.375
3733,-2.5
3734,-3.4375
3735,-3.75
3736,-2.1875
3737,-3.125
3738,-2.5
3739,-0.0
3740,-1.875
3741,-2.5
3742,-3.125
3743,-11.5625
3744,-0.0
3745,-0.9375
3746,-2.5
3747,-0.0
3748,-5.9375
3749,-0.625
3750,-2.5
3751,-6.25
3752,-1.5625
3753,-5.9375
3754,-3.75
3755,-0.0
3756,-5.0
3757,-0.0
3758,-0.0
3759,-2.8125
3760,-2.8125
3761,-6.5625
3762,-1.875
3763,-1.875
3764,-2.5
3765,-2.5
3766,-1.875
3767,-3.125
3768,-3.125
3769,-1.5625
3770,-3.75
3771,-0.0
3772,-0.0
3773,-1.875
3774,-2.8125
3775,-8.75
3776,-2.8125
3777,-8.4375
3778,-1.875
3779,-1.5625
3780,-0.9375
3781,-1.875
3782,-0.0
3783,-0.0
3784,-5.0
3785,-2.5
3786,-0.0
3787,-6.25
3788,-2.5
3789,-0.0
3790,-2.5
3791,-2.1875
3792,-0.0
3793,-11.875
3794,-2.1875
3795,-3.4375
3796,-3.125
3797,-0.625
3798,-3.75
3799,-3.4375
3800,-3.4375
3801,-0.0
3802,-2.8125
3803,-2.8125
3804,-3.125
3805,-12.8125
3806,-3.75
3807,-4.0625
3808,-3.4375
3809,-0.0
3810,-3.125
3811,-2.8125
3812,-2.5
3813,-4.0625
3814,-0.0
3815,-1.875
3816,-3.4375
3817,-3.75
3818,-2.8125
3819,-2.1875
3820,-1.875
3821,-3.75
3822,-1.25
3823,-0.9375
3824,-2.1875
3825,-2.8125
3826,-2.1875
3827,-1.25
3828,-2.1875
3829,-2.5
3830,-0.0
3831,-0.0
3832,-2.1875
3833,-0.0
3834,-9.375
3835,-7.8125
3836,-0.625
3837,-2.1875
3838,-4.375
3839,-0.0
3840,-2.5
3841,-0.0
3842,-2.5
3843,-6.5625
3844,-3.75
3845,-7.1875
3846,-2.8125
3847,-1.5625
3848,-1.875
3849,-2.5
3850,-0.0
3851,-0.9375
3852,-1.875
3853,-4.0625
3854,-3.4375
3855,-6.875
3856,-2.1875
3857,-2.8125
3858,-0.9375
3859,-1.5625
3860,-4.6875
3861,-2.1875
3862,-8.125
3863,-4.6875
3864,-2.5
3865,-3.4375
3866,-0.0
3867,-1.25
3868,-1.25
3869,-2.5
3870,-9.0625
3871,-7.1875
3872,-2.8125
3873,-0.9375
3874,-2.5
3875,-1.875
3876,-0.0
3877,-4.0625
3878,-0.0
3879,-0.0
3880,-2.8125
3881,-2.1875
3882,-1.25
3883,-9.0625
3884,-2.8125
3885,-1.5625
3886,-6.25
3887,-0.9375
3888,-0.0
3889,-2.5
3890,-0.0
3891,-0.9375
3892,-0.0
3893,-3.125
3894,-3.75
3895,-5.9375
3896,-5.0
3897,-3.4375
3898,-1.5625
3899,-1.875
3900,-1.875
3901,-2.1875
3902,-1.875
3903,-5.0
3904,-0.0
3905,-3.4375
3906,-2.8125
3907,-2.5
3908,-0.0
3909,-0.0
3910,-1.5625
3911,-1.875
3912,-5.0
3913,-4.6875
3914,-2.5
3915,-5.3125
3916,-1.875
3917,-3.125
3918,-2.1875
3919,-0.0
3920,-5.0
3921,-3.125
3922,-4.375
3923,-9.375
3924,-0.0
3925,-0.0
3926,-1.25
3927,-0.0
3928,-8.125
3929,-5.3125
3930,-6.875
3931,-4.6875
3932,-0.9375
3933,-2.5
3934,-2.5
3935,-1.25
3936,-1.875
3937,-3.125
3938,-3.125
3939,-3.75
3940,-0.0
3941,-2.5
3942,-2.5
3943,-0.9375
3944,-8.125
3945,-2.8125
3946,-1.875
3947,-3.4375
3948,-2.5
3949,-3.125
3950,-2.1875
3951,-2.8125
3952,-4.6875
3953,-1.25
3954,-3.75
3955,-1.25
3956,-2.8125
3957,-2.8125
3958,-2.1875
3959,-6.875
3960,-0.0
3961,-2.8125
3962,-1.875
3963,-1.25
3964,-6.875
3965,-3.4375
3966,-4.375
3967,-0.0
3968,-1.25
3969,-2.8125
3970,-1.875
3971,-5.0
3972,-4.375
3973,-2.1875
3974,-3.125
3975,-1.5625
3976,-0.625
3977,-0.0
3978,-2.5
3979,-5.0
3980,-3.125
3981,-2.1875
3982,-2.5
3983,-2.5
3984,-2.5
3985,-3.125
3986,-3.125
3987,-2.5
3988,-2.8125
3989,-2.1875
3990,-3.4375
3991,-3.75
3992,-3.125
3993,-1.875
3994,-3.75
3995,-2.8125
3996,-2.5
3997,-3.75
3998,-4.0625
3999,-1.5625
4000,-1.875
4001,-0.0
4002,-2.5
4003,-2.1875
4004,-1.5625
4005,-5.625
4006,-3.125
4007,-3.75
4008,-2.5
4009,-2.1875
4010,-2.1875
4011,-0.0
4012,-3.125
4013,-0.0
4014,-3.125
4015,-6.5625
4016,-2.5
4017,-2.5
4018,-1.5625
4019,-2.1875
4020,-1.5625
4021,-3.125
4022,-2.8125
4023,-2.5
4024,-2.1875
4025,-3.125
4026,-3.125
4027,-0.0
4028,-3.125
4029,-0.0
4030,-0.0
4031,-7.8125
4032,-3.4375
4033,-6.875
4034,-1.875
4035,-0.0
4036,-3.125
4037,-2.1875
4038,-4.6875
4039,-8.75
4040,-1.875
4041,-2.5
4042,-1.875
4043,-1.5625
4044,-3.4375
4045,-4.0625
4046,-4.375
4047,-2.8125
4048,-3.125
4049,-0.0
4050,-2.8125
4051,-2.5
4052,-3.4375
4053,-5.0
4054,-2.1875
4055,-3.4375
4056,-1.875
4057,-0.0
4058,-3.125
4059,-1.25
4060,-1.25
4061,-6.25
4062,-2.1875
4063,-5.0
4064,-0.0
4065,-2.5
4066,-3.4375
4067,-2.5
4068,-0.0
4069,-3.4375
4070,-2.1875
4071,-3.4375
4072,-0.0
4073,-2.8125
4074,-2.8125
4075,-1.5625
4076,-0.0
4077,-2.5
4078,-0.625
4079,-2.5
4080,-4.0625
4081,-2.1875
4082,-2.8125
4083,-2.1875
4084,-1.875
4085,-2.8125
4086,-0.0
4087,-2.8125
4088,-5.625
4089,-3.75
4090,-0.3125
4091,-1.875
4092,-2.1875
4093,-0.0
4094,-0.0
4095,-3.125
4096,-4.0625
4097,-0.0
4098,-1.25
4099,-2.8125
4100,-1.875
4101,-2.8125
4102,-4.6875
4103,-3.125
4104,-1.875
4105,-2.5
4106,-2.5
4107,-0.0
4108,-2.1875
4109,-2.8125
4110,-2.5
4111,-6.875
4112,-2.8125
4113,-3.125
4114,-1.5625
4115,-4.0625
4116,-2.5
4117,-2.8125
4118,-2.1875
4119,-2.5
4120,-3.125
4121,-0.0
4122,-3.75
4123,-1.875
4124,-3.125
4125,-5.3125
4126,-2.5
4127,-0.0
4128,-0.0
4129,-1.25
4130,-3.125
4131,-12.8125
4132,-5.625
4133,-0.9375
4134,-1.875
4135,-1.25
4136,-0.0
4137,-2.8125
4138,-3.4375
4139,-0.0
4140,-9.0625
4141,-0.0
4142,-3.125
4143,-3.4375
4144,-0.0
4145,-7.5
4146,-2.5
4147,-2.8125
4148,-2.8125
4149,-0.0
4150,-2.8125
4151,-3.4375
4152,-2.8125
4153,-1.875
4154,-3.125
4155,-2.5
4156,-2.1875
4157,-2.8125
4158,-1.875
4159,-2.1875
4160,-1.875
4161,-3.4375
4162,-3.4375
4163,-2.8125
4164,-3.4375
4165,-0.625
4166,-2.5
4167,-3.125
4168,-2.5
4169,-0.625
4170,-3.4375
4171,-2.5
4172,-2.8125
4173,-5.0
4174,-3.4375
4175,-2.8125
4176,-2.5
4177,-2.1875
4178,-2.5
4179,-2.1875
4180,-4.0625
4181,-2.8125
4182,-5.0
4183,-2.8125
4184,-2.1875
4185,-2.1875
4186,-3.125
4187,-0.0
4188,-1.875
4189,-2.8125
4190,-3.75
4191,-5.625
4192,-2.5
4193,-3.75
4194,-1.875
4195,-0.9375
4196,-1.5625
4197,-3.125
4198,-2.5
4199,-2.5
4200,-6.25
4201,-3.125
4202,-2.1875
4203,-3.125
4204,-1.875
4205,-0.0
4206,-3.75
4207,-1.875
4208,-4.375
4209,-3.125
4210,-0.0
4211,-4.0625
4212,-2.1875
4213,-1.875
4214,-2.1875
4215,-3.125
4216,-7.1875
4217,-3.125
4218,-3.125
4219,-2.8125
4220,-1.5625
4221,-3.125
4222,-1.875
4223,-1.5625
4224,-4.6875
4225,-2.8125
4226,-0.0
4227,-2.1875
4228,-3.125
4229,-3.4375
4230,-3.125
4231,-2.5
4232,-1.875
4233,-1.875
4234,-2.8125
4235,-4.0625
4236,-2.8125
4237,-3.75
4238,-3.4375
4239,-2.5
4240,-2.1875
4241,-1.5625
4242,-2.8125
4243,-2.5
4244,-3.4375
4245,-1.25
4246,-4.0625
4247,-1.875
4248,-2.8125
4249,-3.75
4250,-0.0
4251,-1.875
4252,-3.125
4253,-2.5
4254,-7.1875
4255,-2.5
4256,-2.1875
4257,-3.75
4258,-0.0
4259,-3.4375
4260,-1.875
4261,-1.875
4262,-1.5625
4263,-2.8125
4264,-4.0625
4265,-2.8125
4266,-0.0
4267,-2.5
4268,-0.0
4269,-1.25
4270,-3.125
4271,-2.1875
4272,-5.9375
4273,-4.0625
4274,-3.125
4275,-1.25
4276,-0.0
4277,-2.5
4278,-1.875
4279,-3.4375
4280,-2.8125
4281,-4.0625
4282,-2.1875
4283,-3.125
4284,-3.125
4285,-1.875
4286,-1.875
4287,-2.1875
4288,-0.0
4289,-1.875
4290,-2.5
4291,-3.75
4292,-5.0
4293,-4.6875
4294,-3.4375
4295,-2.1875
4296,-0.9375
4297,-2.1875
4298,-1.875
4299,-4.0625
4300,-2.8125
4301,-2.5
4302,-3.4375
4303,-3.125
4304,-0.0
4305,-2.5
4306,-2.1875
4307,-1.25
4308,-5.3125
4309,-2.8125
4310,-3.4375
4311,-1.5625
4312,-1.5625
4313,-3.125
4314,-2.5
4315,-3.4375
4316,-3.75
4317,-2.5
4318,-1.5625
4319,-3.75
4320,-2.1875
4321,-1.875
4322,-3.75
4323,-3.125
4324,-0.0
4325,-3.4375
4326,-2.1875
4327,-2.5
4328,-3.75
4329,-2.1875
4330,-3.75
4331,-1.875
4332,-2.1875
4333,-5.3125
4334,-2.1875
4335,-1.875
4336,-3.125
4337,-1.875
4338,-0.3125
4339,-3.125
4340,-3.125
4341,-2.8125
4342,-2.8125
4343,-2.1875
4344,-1.875
4345,-2.8125
4346,-3.75
4347,-3.125
4348,-3.75
4349,-3.125
4350,-3.125
4351,-3.4375
4352,-2.5
4353,-1.875
4354,-3.4375
4355,-2.1875
4356,-3.125
4357,-3.75
4358,-2.1875
4359,-3.4375
4360,-2.5
4361,-2.8125
4362,-1.875
4363,-1.5625
4364,-2.8125
4365,-1.875
4366,-4.6875
4367,-3.125
4368,-1.5625
4369,-3.4375
4370,-1.875
4371,-1.875
4372,-2.5
4373,-1.875
4374,-3.75
4375,-2.8125
4376,-2.5
4377,-2.1875
4378,-2.8125
4379,-3.4375
4380,-3.4375
4381,-3.4375
4382,-3.4375
4383,-3.125
4384,-3.125
4385,-3.125
4386,-2.5
4387,-3.125
4388,-2.8125
4389,-3.125
4390,-2.8125
4391,-3.125
4392,-2.1875
4393,-3.125
4394,-2.1875
4395,-3.125
4396,-1.25
4397,-2.5
4398,-4.375
4399,-1.5625
4400,-2.8125
4401,-2.5
4402,-2.1875
4403,-4.375
4404,-2.5
4405,-3.125
4406,-1.5625
4407,-1.5625
4408,-3.125
4409,-3.75
4410,-3.4375
4411,-2.8125
4412,-2.8125
4413,-2.1875
4414,-1.875
4415,-3.125
4416,-4.0625
4417,-3.75
4418,-2.5
4419,-1.875
4420,-3.125
4421,-2.1875
4422,-4.0625
4423,-3.125
4424,-3.125
4425,-0.9375
4426,-3.125
4427,-1.875
4428,-2.5
4429,-5.0
4430,-2.1875
4431,-4.375
4432,-3.125
4433,-2.1875
4434,-0.625
4435,-0.9375
4436,-3.75
4437,-3.4375
4438,-3.4375
4439,-6.25
4440,-1.875
4441,-2.5
4442,-3.125
4443,-1.5625
4444,-1.5625
4445,-3.125
4446,-3.125
4447,-4.375
4448,-1.875
4449,-3.75
4450,-3.4375
4451,-2.8125
4452,-3.75
4453,-2.1875
4454,-2.5
4455,-2.1875
4456,-2.1875
4457,-2.1875
4458,-1.875
4459,-3.4375
4460,-1.875
4461,-0.625
4462,-1.5625
4463,-2.5
4464,-3.125
4465,-7.8125
4466,-2.5
4467,-4.0625
4468,-3.75
4469,-1.5625
4470,-2.8125
4471,-1.5625
4472,-2.8125
4473,-1.875
4474,-2.8125
4475,-4.0625
4476,-3.4375
4477,-3.125
4478,-2.1875
4479,-1.875
4480,-3.75
4481,-2.1875
4482,-3.4375
4483,-2.8125
4484,-0.0
4485,-3.75
4486,-3.4375
4487,-4.6875
4488,-7.8125
4489,-1.5625
4490,-2.5
4491,-1.875
4492,-3.4375
4493,-1.5625
4494,-4.6875
4495,-0.9375
4496,-0.0
4497,-1.5625
4498,-1.5625
4499,-8.125
4500,-2.1875
4501,-4.6875
4502,-3.125
4503,-2.5
4504,-0.0
4505,-1.875
4506,-1.875
4507,-2.5
4508,-5.0
4509,-2.5
4510,-3.75
4511,-4.0625
4512,-2.5
4513,-2.1875
4514,-2.1875
4515,-0.0
4516,-3.125
4517,-4.0625
4518,-3.125
4519,-4.375
4520,-0.0
4521,-1.875
4522,-2.1875
4523,-1.5625
4524,-11.5625
4525,-3.4375
4526,-4.375
4527,-2.5
4528,-0.0
4529,-0.0
4530,-0.0
4531,-1.875
4532,-2.1875
4533,-10.0
4534,-1.5625
4535,-2.1875
4536,-1.5625
4537,-0.9375
4538,-2.5
4539,-2.5
4540,-0.3125
4541,-1.25
4542,-3.4375
4543,-2.1875
4544,-5.3125
4545,-1.5625
4546,-3.125
4547,-1.875
4548,-0.0
4549,-1.875
4550,-3.125
4551,-2.8125
4552,-5.0
4553,-3.75
4554,-2.5
4555,-0.0
4556,-2.1875
4557,-3.125
4558,-3.75
4559,-5.3125
4560,-2.5
4561,-3.125
4562,-2.8125
4563,-0.0
4564,-1.875
4565,-3.75
4566,-3.4375
4567,-3.4375
4568,-3.75
4569,-0.0
4570,-1.25
4571,-2.5
4572,-0.0
4573,-5.0
4574,-6.25
4575,-2.5
4576,-1.5625
4577,-0.0
4578,-0.0
4579,-3.75
4580,-2.5
4581,-6.875
4582,-5.9375
4583,-1.875
4584,-2.1875
4585,-2.5
4586,-4.0625
4587,-0.0
4588,-2.8125
4589,-4.0625
4590,-1.875
4591,-2.5
4592,-3.75
4593,-3.4375
4594,-2.8125
4595,-2.5
4596,-2.8125
4597,-2.8125
4598,-4.0625
4599,-3.125
4600,-2.8125
4601,-3.125
4602,-1.875
4603,-2.5
4604,-4.0625
4605,-1.875
4606,-3.4375
4607,-3.4375
4608,-1.875
4609,-4.0625
4610,-1.875
4611,-2.5
4612,-2.8125
4613,-0.0
4614,-2.5
4615,-3.125
4616,-3.4375
4617,-4.6875
4618,-3.4375
4619,-3.125
4620,-2.5
4621,-2.5
4622,-3.125
4623,-2.5
4624,-2.5
4625,-2.8125
4626,-3.125
4627,-3.125
4628,-2.1875
4629,-2.1875
4630,-1.875
4631,-0.0
4632,-2.8125
4633,-6.5625
4634,-2.5
4635,-4.0625
4636,-2.5
4637,-1.5625
4638,-3.125
4639,-1.875
4640,-2.8125
4641,-3.75
4642,-0.0
4643,-3.75
4644,-3.4375
4645,-2.5
4646,-4.6875
4647,-1.875
4648,-2.8125
4649,-1.875
4650,-1.25
4651,-3.75
4652,-2.8125
4653,-1.5625
4654,-2.5
4655,-2.8125
4656,-3.4375
4657,-2.1875
4658,-0.0
4659,-3.75
4660,-3.125
4661,-1.5625
4662,-0.0
4663,-2.5
4664,-2.8125
4665,-3.75
4666,-5.3125
4667,-1.875
4668,-3.125
4669,-2.8125
4670,-0.9375
4671,-3.4375
4672,-2.8125
4673,-3.125
4674,-2.1875
4675,-2.8125
4676,-2.8125
4677,-2.8125
4678,-2.8125
4679,-1.5625
4680,-1.875
4681,-3.4375
4682,-1.875
4683,-3.75
4684,-2.5
4685,-2.5
4686,-3.125
4687,-1.875
4688,-0.0
4689,-1.875
4690,-1.875
4691,-1.25
4692,-6.875
4693,-0.625
4694,-3.125
4695,-3.4375
4696,-1.875
4697,-2.8125
4698,-3.125
4699,-0.625
4700,-3.125
4701,-3.125
4702,-3.4375
4703,-0.625
4704,-2.1875
4705,-3.75
4706,-2.8125
4707,-0.625
4708,-3.125
4709,-2.5
4710,-0.0
4711,-2.8125
4712,-2.1875
4713,-3.4375
4714,-2.8125
4715,-2.5
4716,-3.125
4717,-3.125
4718,-2.8125
4719,-4.0625
4720,-3.4375
4721,-2.5
4722,-2.8125
4723,-2.5
4724,-3.125
4725,-4.0625
4726,-2.1875
4727,-1.875
4728,-2.8125
4729,-2.1875
4730,-3.4375
4731,-3.4375
4732,-2.5
4733,-2.1875
4734,-2.8125
4735,-1.5625
4736,-3.4375
4737,-2.5
4738,-3.125
4739,-4.375
4740,-2.8125
4741,-2.8125
4742,-3.125
4743,-2.5
4744,-3.4375
4745,-2.8125
4746,-1.875
4747,-3.4375
4748,-3.125
4749,-3.75
4750,-3.75
4751,-0.625
4752,-2.1875
4753,-3.125
4754,-2.1875
4755,-2.5
4756,-2.8125
4757,-3.125
4758,-3.4375
4759,-3.75
4760,-1.875
4761,-3.125
4762,-3.125
4763,-2.5
4764,-2.5
4765,-2.8125
4766,-1.25
4767,-0.0
4768,-1.875
4769,-3.125
4770,-3.125
4771,-6.25
4772,-3.4375
4773,-3.125
4774,-3.4375
4775,-0.9375
4776,-3.125
4777,-3.125
4778,-2.8125
4779,-3.125
4780,-3.75
4781,-2.5
4782,-2.8125
4783,-2.8125
4784,-2.1875
4785,-2.5
4786,-2.5
4787,-3.125
4788,-1.5625
4789,-1.875
4790,-3.4375
4791,-0.0
4792,-3.125
4793,-2.1875
4794,-1.875
4795,-7.8125
4796,-1.875
4797,-3.125
4798,-1.5625
4799,-4.375
4800,-3.125
4801,-3.75
4802,-4.375
4803,-2.5
4804,-3.125
4805,-2.5
4806,-2.5
4807,-2.8125
4808,-2.8125
4809,-2.1875
4810,-3.125
4811,-3.125
4812,-2.1875
4813,-2.5
4814,-1.875
4815,-3.75
4816,-3.75
4817,-3.4375
4818,-2.8125
4819,-4.375
4820,-2.5
4821,-2.5
4822,-1.875
4823,-1.875
4824,-1.875
4825,-1.875
4826,-5.3125
4827,-3.4375
4828,-2.8125
4829,-2.5
4830,-2.1875
4831,-3.125
4832,-3.125
4833,-4.6875
4834,-2.5
4835,-2.8125
4836,-4.375
4837,-2.5
4838,-3.125
4839,-3.4375
4840,-2.8125
4841,-2.5
4842,-3.75
4843,-2.5
4844,-1.875
4845,-3.75
4846,-2.5
4847,-3.125
4848,-2.1875
4849,-0.3125
4850,-2.5
4851,-3.75
4852,-3.125
4853,-5.0
4854,-3.125
4855,-2.5
4856,-1.25
4857,-2.1875
4858,-1.5625
4859,-3.4375
4860,-3.75
4861,-3.4375
4862,-3.4375
4863,-3.75
4864,-2.5
4865,-3.125
4866,-2.8125
4867,-1.875
4868,-2.1875
4869,-3.125
4870,-3.125
4871,-4.0625
4872,-2.5
4873,-4.0625
4874,-3.4375
4875,-1.875
4876,-3.4375
4877,-2.5
4878,-3.75
4879,-2.5
4880,-3.125
4881,-1.25
4882,-2.1875
4883,-1.875
4884,-2.1875
4885,-3.75
4886,-2.5
4887,-2.1875
4888,-3.4375
4889,-1.5625
4890,-3.125
4891,-3.75
4892,-5.3125
4893,-0.0
4894,-3.125
4895,-2.1875
4896,-7.5
4897,-2.5
4898,-2.5
4899,-5.3125
4900,-1.875
4901,-1.875
4902,-3.75
4903,-2.5
4904,-4.375
4905,-2.1875
4906,-3.125
4907,-2.8125
4908,-2.8125
4909,-3.4375
4910,-2.5
4911,-0.9375
4912,-3.125
4913,-2.8125
4914,-3.4375
4915,-1.25
4916,-1.5625
4917,-1.5625
4918,-3.125
4919,-2.5
4920,-3.75
4921,-3.125
4922,-2.5
4923,-2.5
4924,-2.5
4925,-3.125
4926,-3.4375
4927,-3.125
4928,-2.1875
4929,-2.1875
4930,-2.8125
4931,-1.5625
4932,-2.8125
4933,-2.1875
4934,-3.125
4935,-2.1875
4936,-3.4375
4937,-0.0
4938,-2.8125
4939,-3.75
4940,-2.8125
4941,-3.4375
4942,-2.5
4943,-3.125
4944,-2.1875
4945,-1.875
4946,-1.875
4947,-3.75
4948,-3.4375
4949,-1.875
4950,-2.5
4951,-2.1875
4952,-3.4375
4953,-3.125
4954,-0.0
4955,-4.6875
4956,-2.1875
4957,-3.4375
4958,-11.5625
4959,-2.8125
4960,-3.4375
4961,-2.1875
4962,-1.875
4963,-1.5625
4964,-3.4375
4965,-3.4375
4966,-2.5
4967,-2.8125
4968,-3.125
4969,-2.5
4970,-3.75
4971,-2.1875
4972,-3.125
4973,-2.5
4974,-3.125
4975,-4.6875
4976,-1.5625
4977,-3.125
4978,-3.125
4979,-2.1875
4980,-1.875
4981,-3.75
4982,-2.8125
4983,-2.1875
4984,-3.4375
4985,-0.9375
4986,-1.875
4987,-3.4375
4988,-3.125
4989,-3.4375
4990,-4.0625
4991,-3.125
4992,-1.875
4993,-2.5
4994,-2.1875
4995,-2.1875
4996,-3.4375
4997,-2.1875
4998,-1.875
4999,-3.4375
5000,-2.8125
5001,-3.125
5002,-2.5
5003,-2.8125
5004,-2.5
5005,-3.125
5006,-3.125
5007,-4.0625
5008,-0.625
5009,-3.125
5010,-1.875
5011,-2.8125
5012,-1.5625
5013,-2.8125
5014,-2.1875
5015,-3.4375
5016,-2.8125
5017,-2.5
5018,-2.5
5019,-1.5625
5020,-3.75
5021,-3.4375
5022,-3.4375
5023,-3.125
5024,-2.5
5025,-2.1875
5026,-4.0625
5027,-3.125
5028,-1.875
5029,-3.4375
5030,-2.1875
5031,-3.4375
5032,-3.125
5033,-2.8125
5034,-4.0625
5035,-2.1875
5036,-2.5
5037,-0.625
5038,-3.125
5039,-3.4375
5040,-1.875
5041,-3.125
5042,-1.875
5043,-2.8125
5044,-3.4375
5045,-3.125
5046,-3.125
5047,-2.5
5048,-3.125
5049,-2.8125
5050,-2.8125
5051,-3.4375
5052,-1.875
5053,-1.875
5054,-1.875
5055,-3.4375
5056,-2.1875
5057,-3.4375
5058,-1.875
5059,-1.875
5060,-2.1875
5061,-2.8125
5062,-3.75
5063,-3.125
5064,-2.5
5065,-2.1875
5066,-2.1875
5067,-2.5
5068,-3.75
5069,-1.875
5070,-3.4375
5071,-3.125
5072,-1.5625
5073,-2.8125
5074,-3.125
5075,-2.1875
5076,-1.25
5077,-3.4375
5078,-2.5
5079,-3.125
5080,-5.625
5081,-2.5
5082,-1.875
5083,-3.125
5084,-1.5625
5085,-2.8125
5086,-2.5
5087,-1.875
5088,-1.25
5089,-2.5
5090,-1.875
5091,-1.875
5092,-3.4375
