,rewards
1775,-1.5625
1776,-3.75
1777,-3.125
1778,-2.8125
1779,-3.4375
1780,-1.875
1781,-0.0
1782,-2.5
1783,-3.75
1784,-9.0625
1785,-7.8125
1786,-0.0
1787,-4.6875
1788,-1.875
1789,-0.0
1790,-7.8125
1791,-0.0
1792,-12.1875
1793,-0.9375
1794,-0.0
1795,-5.0
1796,-3.75
1797,-0.0
1798,-0.0
1799,-0.0
1800,-5.0
1801,-5.0
1802,-7.1875
1803,-3.4375
1804,-1.25
1805,-3.125
1806,-1.5625
1807,-5.0
1808,-5.0
1809,-1.25
1810,-0.625
1811,-0.0
1812,-4.375
1813,-2.5
1814,-0.0
1815,-7.8125
1816,-4.0625
1817,-1.875
1818,-12.5
1819,-2.1875
1820,-2.5
1821,-3.75
1822,-2.8125
1823,-0.0
1824,-6.5625
1825,-2.5
1826,-2.5
1827,-9.6875
1828,-3.125
1829,-2.5
1830,-4.0625
1831,-2.1875
1832,-2.5
1833,-2.8125
1834,-2.8125
1835,-2.5
1836,-4.0625
1837,-12.5
1838,-3.4375
1839,-3.75
1840,-1.5625
1841,-7.8125
1842,-3.125
1843,-0.0
1844,-8.75
1845,-2.5
1846,-1.875
1847,-6.875
1848,-2.8125
1849,-2.5
1850,-1.25
1851,-0.0
1852,-0.0
1853,-1.5625
1854,-5.625
1855,-12.1875
1856,-6.25
1857,-5.0
1858,-0.0
1859,-0.625
1860,-0.0
1861,-2.8125
1862,-5.3125
1863,-0.3125
1864,-6.875
1865,-3.125
1866,-0.0
1867,-12.1875
1868,-2.8125
1869,-1.5625
1870,-5.9375
1871,-2.5
1872,-3.4375
1873,-1.875
1874,-2.1875
1875,-2.5
1876,-3.4375
1877,-0.625
1878,-0.0
1879,-3.4375
1880,-4.375
1881,-7.1875
1882,-8.75
1883,-2.8125
1884,-3.125
1885,-3.125
1886,-0.0
1887,-3.4375
1888,-3.125
1889,-3.4375
1890,-7.1875
1891,-1.875
1892,-3.125
1893,-3.75
1894,-0.0
1895,-4.375
1896,-3.125
1897,-0.0
1898,-6.25
1899,-2.8125
1900,-0.0
1901,-6.5625
1902,-1.25
1903,-0.0
1904,-1.5625
1905,-3.75
1906,-2.8125
1907,-9.0625
1908,-3.75
1909,-0.0
1910,-3.4375
1911,-1.875
1912,-3.125
1913,-9.0625
1914,-4.375
1915,-2.8125
1916,-2.1875
1917,-1.875
1918,-3.4375
1919,-2.1875
1920,-4.375
1921,-4.0625
1922,-0.625
1923,-0.0
1924,-3.125
1925,-4.0625
1926,-11.5625
1927,-0.625
1928,-6.25
1929,-0.0
1930,-1.25
1931,-3.125
1932,-0.0
1933,-3.75
1934,-5.0
1935,-2.5
1936,-9.0625
1937,-2.5
1938,-2.5
1939,-2.5
1940,-2.1875
1941,-5.0
1942,-0.0
1943,-2.5
1944,-4.0625
1945,-1.875
1946,-2.8125
1947,-2.5
1948,-3.75
1949,-2.5
1950,-3.75
1951,-3.75
1952,-2.5
1953,-4.375
1954,-3.75
1955,-0.0
1956,-2.8125
1957,-0.0
1958,-3.125
1959,-7.5
1960,-0.625
1961,-5.3125
1962,-4.0625
1963,-0.0
1964,-5.3125
1965,-3.125
1966,-2.5
1967,-7.5
1968,-3.125
1969,-2.8125
1970,-2.8125
1971,-0.0
1972,-4.6875
1973,-2.1875
1974,-5.0
1975,-5.3125
1976,-3.4375
1977,-0.0
1978,-0.0
1979,-4.0625
1980,-5.0
1981,-2.8125
1982,-11.5625
1983,-3.125
1984,-2.1875
1985,-0.0
1986,-0.625
1987,-0.0
1988,-3.4375
1989,-3.75
1990,-4.0625
1991,-4.0625
1992,-3.125
1993,-4.0625
1994,-3.125
1995,-2.5
1996,-3.125
1997,-4.375
1998,-0.3125
1999,-2.5
2000,-2.5
2001,-4.6875
2002,-7.8125
2003,-0.0
2004,-2.5
2005,-1.875
2006,-1.5625
2007,-3.4375
2008,-2.8125
2009,-1.875
2010,-6.25
2011,-0.0
2012,-2.1875
2013,-1.875
2014,-2.8125
2015,-5.9375
2016,-4.0625
2017,-5.9375
2018,-3.125
2019,-3.125
2020,-0.0
2021,-4.0625
2022,-1.875
2023,-3.75
2024,-0.9375
2025,-4.0625
2026,-2.5
2027,-1.5625
2028,-6.5625
2029,-4.0625
2030,-0.625
2031,-3.125
2032,-3.125
2033,-3.4375
2034,-9.375
2035,-3.4375
2036,-2.8125
2037,-2.5
2038,-1.5625
2039,-5.0
2040,-2.5
2041,-7.1875
2042,-7.8125
2043,-0.9375
2044,-2.8125
2045,-5.0
2046,-0.9375
2047,-5.0
2048,-1.875
2049,-0.0
2050,-3.4375
2051,-3.75
2052,-2.5
2053,-11.25
2054,-3.75
2055,-3.125
2056,-0.625
2057,-2.5
2058,-1.875
2059,-3.75
2060,-2.8125
2061,-4.6875
2062,-5.625
2063,-3.125
2064,-2.5
2065,-2.5
2066,-3.125
2067,-4.375
2068,-1.875
2069,-3.4375
2070,-3.4375
2071,-2.8125
2072,-3.125
2073,-3.125
2074,-0.0
2075,-4.6875
2076,-5.0
2077,-3.125
2078,-7.1875
2079,-1.5625
2080,-3.4375
2081,-3.4375
2082,-2.1875
2083,-0.0
2084,-4.0625
2085,-5.3125
2086,-4.0625
2087,-3.4375
2088,-2.8125
2089,-2.5
2090,-3.75
2091,-1.875
2092,-2.5
2093,-2.5
2094,-4.0625
2095,-11.875
2096,-1.875
2097,-0.0
2098,-4.0625
2099,-0.3125
2100,-4.6875
2101,-2.8125
2102,-2.5
2103,-6.875
2104,-4.0625
2105,-3.125
2106,-1.875
2107,-2.1875
2108,-4.375
2109,-5.0
2110,-1.5625
2111,-11.25
2112,-3.4375
2113,-1.875
2114,-8.125
2115,-2.1875
2116,-1.875
2117,-7.1875
2118,-1.875
2119,-5.3125
2120,-2.8125
2121,-5.625
2122,-3.75
2123,-2.1875
2124,-2.1875
2125,-2.8125
2126,-1.5625
2127,-3.125
2128,-6.25
2129,-0.0
2130,-3.75
2131,-5.0
2132,-0.0
2133,-8.75
2134,-4.375
2135,-3.4375
2136,-5.0
2137,-1.5625
2138,-1.875
2139,-0.0
2140,-8.125
2141,-2.1875
2142,-4.6875
2143,-7.8125
2144,-2.1875
2145,-1.5625
2146,-1.875
2147,-2.1875
2148,-2.1875
2149,-4.6875
2150,-3.4375
2151,-2.5
2152,-2.1875
2153,-0.9375
2154,-5.0
2155,-2.5
2156,-2.5
2157,-6.875
2158,-3.125
2159,-3.4375
2160,-1.25
2161,-2.8125
2162,-3.4375
2163,-6.5625
2164,-3.4375
2165,-9.375
2166,-3.125
2167,-2.8125
2168,-1.875
2169,-1.25
2170,-3.4375
2171,-5.0
2172,-4.0625
2173,-5.0
2174,-1.5625
2175,-2.1875
2176,-3.125
2177,-0.0
2178,-6.25
2179,-3.75
2180,-7.1875
2181,-3.125
2182,-2.1875
2183,-0.0
2184,-2.1875
2185,-5.0
2186,-3.4375
2187,-11.25
2188,-2.8125
2189,-2.8125
2190,-2.1875
2191,-1.25
2192,-1.5625
2193,-3.4375
2194,-3.4375
2195,-9.0625
2196,-3.4375
2197,-3.4375
2198,-2.5
2199,-2.1875
2200,-3.125
2201,-3.125
2202,-3.4375
2203,-5.625
2204,-3.4375
2205,-5.3125
2206,-1.875
2207,-2.1875
2208,-1.25
2209,-1.5625
2210,-5.3125
2211,-4.0625
2212,-2.5
2213,-0.9375
2214,-2.5
2215,-3.125
2216,-6.5625
2217,-7.5
2218,-1.875
2219,-3.4375
2220,-2.1875
2221,-2.5
2222,-0.0
2223,-3.75
2224,-2.8125
2225,-2.8125
2226,-12.8125
2227,-0.9375
2228,-3.75
2229,-2.5
2230,-1.5625
2231,-5.0
2232,-3.75
2233,-3.125
2234,-3.75
2235,-3.125
2236,-3.125
2237,-4.375
2238,-2.1875
2239,-4.0625
2240,-3.125
2241,-4.0625
2242,-1.5625
2243,-5.3125
2244,-5.0
2245,-3.4375
2246,-3.75
2247,-3.4375
2248,-1.875
2249,-1.5625
2250,-5.3125
2251,-1.875
2252,-4.6875
2253,-2.5
2254,-2.8125
2255,-3.75
2256,-4.6875
2257,-3.4375
2258,-3.75
2259,-0.625
2260,-1.875
2261,-6.5625
2262,-3.4375
2263,-11.25
2264,-2.1875
2265,-7.1875
2266,-2.5
2267,-1.5625
2268,-3.4375
2269,-0.0
2270,-4.6875
2271,-6.5625
2272,-5.0
2273,-10.9375
2274,-2.8125
2275,-1.875
2276,-2.5
2277,-1.25
2278,-4.0625
2279,-5.0
2280,-3.125
2281,-1.5625
2282,-2.8125
2283,-2.8125
2284,-4.0625
2285,-0.0
2286,-2.1875
2287,-5.3125
2288,-1.875
2289,-9.0625
2290,-2.5
2291,-1.5625
2292,-4.0625
2293,-1.5625
2294,-4.0625
2295,-0.3125
2296,-2.5
2297,-2.8125
2298,-3.125
2299,-2.1875
2300,-5.0
2301,-0.0
2302,-2.1875
2303,-3.4375
2304,-0.0
2305,-2.5
2306,-1.875
2307,-6.25
2308,-7.1875
2309,-0.0
2310,-4.0625
2311,-3.75
2312,-1.875
2313,-9.0625
2314,-2.1875
2315,-3.125
2316,-2.1875
2317,-2.1875
2318,-5.0
2319,-1.25
2320,-5.9375
2321,-3.75
2322,-2.8125
2323,-3.75
2324,-1.25
2325,-3.4375
2326,-6.25
2327,-1.5625
2328,-3.75
2329,-4.6875
2330,-0.0
2331,-6.25
2332,-2.5
2333,-2.1875
2334,-9.0625
2335,-2.8125
2336,-1.875
2337,-2.1875
2338,-1.875
2339,-4.6875
2340,-2.5
2341,-1.25
2342,-2.1875
2343,-1.5625
2344,-2.8125
2345,-10.625
2346,-3.4375
2347,-5.0
2348,-4.0625
2349,-1.5625
2350,-3.4375
2351,-3.4375
2352,-3.4375
2353,-0.3125
2354,-4.375
2355,-2.1875
2356,-2.8125
2357,-4.6875
2358,-0.0
2359,-2.5
2360,-3.75
2361,-1.5625
2362,-7.5
2363,-4.375
2364,-3.4375
2365,-6.25
2366,-1.875
2367,-0.0
2368,-0.0
2369,-1.875
2370,-3.125
2371,-10.0
2372,-9.0625
2373,-2.5
2374,-1.5625
2375,-4.6875
2376,-2.1875
2377,-1.5625
2378,-4.0625
2379,-0.625
2380,-3.75
2381,-0.625
2382,-2.8125
2383,-1.875
2384,-2.1875
2385,-2.8125
2386,-5.0
2387,-3.4375
2388,-9.0625
2389,-4.375
2390,-2.5
2391,-1.5625
2392,-2.5
2393,-3.4375
2394,-0.9375
2395,-5.3125
2396,-2.1875
2397,-3.125
2398,-6.5625
2399,-2.8125
2400,-1.5625
2401,-6.5625
2402,-5.0
2403,-2.1875
2404,-11.25
2405,-0.625
2406,-0.9375
2407,-3.75
2408,-1.5625
2409,-3.125
2410,-6.875
2411,-1.25
2412,-4.0625
2413,-1.875
2414,-3.125
2415,-6.875
2416,-2.5
2417,-5.3125
2418,-5.0
2419,-2.1875
2420,-5.3125
2421,-0.0
2422,-4.0625
2423,-3.125
2424,-2.8125
2425,-5.0
2426,-2.8125
2427,-2.5
2428,-7.5
2429,-3.4375
2430,-2.5
2431,-0.0
2432,-3.125
2433,-3.125
2434,-1.25
2435,-1.25
2436,-4.6875
2437,-3.125
2438,-3.125
2439,-6.25
2440,-3.125
2441,-0.0
2442,-2.1875
2443,-3.125
2444,-0.9375
2445,-8.125
2446,-5.0
2447,-11.25
2448,-2.8125
2449,-1.5625
2450,-6.875
2451,-3.75
2452,-1.5625
2453,-6.875
2454,-2.1875
2455,-4.375
2456,-5.625
2457,-2.5
2458,-6.25
2459,-4.6875
2460,-1.5625
2461,-4.6875
2462,-3.4375
2463,-0.0
2464,-5.9375
2465,-3.4375
2466,-4.0625
2467,-2.5
2468,-2.5
2469,-3.125
2470,-4.375
2471,-2.8125
2472,-5.625
2473,-1.875
2474,-4.0625
2475,-3.75
2476,-3.4375
2477,-2.8125
2478,-2.5
2479,-3.4375
2480,-1.875
2481,-5.3125
2482,-5.3125
2483,-2.1875
2484,-2.8125
2485,-3.125
2486,-3.125
2487,-0.9375
2488,-2.8125
2489,-8.125
2490,-6.25
2491,-2.8125
2492,-3.4375
2493,-0.0
2494,-3.75
2495,-0.0
2496,-3.125
2497,-1.5625
2498,-0.9375
2499,-5.0
2500,-3.75
2501,-2.8125
2502,-7.1875
2503,-3.125
2504,-1.875
2505,-4.375
2506,-1.875
2507,-2.1875
2508,-1.25
2509,-1.5625
2510,-1.875
2511,-1.25
2512,-4.6875
2513,-6.5625
2514,-5.3125
2515,-3.4375
2516,-0.625
2517,-2.8125
2518,-3.75
2519,-3.4375
2520,-10.3125
2521,-5.3125
2522,-4.0625
2523,-3.75
2524,-1.5625
2525,-4.375
2526,-4.6875
2527,-0.0
2528,-4.0625
2529,-2.8125
2530,-5.625
2531,-2.1875
2532,-3.125
2533,-4.6875
2534,-0.0
2535,-2.5
2536,-4.0625
2537,-2.1875
2538,-4.0625
2539,-4.375
2540,-3.125
2541,-3.125
2542,-2.8125
2543,-4.0625
2544,-2.5
2545,-2.5
2546,-2.5
2547,-1.875
2548,-3.4375
2549,-3.125
2550,-4.375
2551,-1.25
2552,-2.5
2553,-5.0
2554,-0.0
2555,-1.875
2556,-2.5
2557,-3.4375
2558,-5.3125
2559,-0.0
2560,-1.875
2561,-4.0625
2562,-2.8125
2563,-10.3125
2564,-2.1875
2565,-2.8125
2566,-1.25
2567,-4.375
2568,-3.4375
2569,-6.25
2570,-3.4375
2571,-2.8125
2572,-2.1875
2573,-3.125
2574,-2.5
2575,-3.125
2576,-2.8125
2577,-2.8125
2578,-4.0625
2579,-4.375
2580,-0.9375
2581,-3.4375
2582,-4.375
2583,-3.4375
2584,-7.8125
2585,-2.8125
2586,-2.5
2587,-2.1875
2588,-2.1875
2589,-2.5
2590,-1.5625
2591,-2.8125
2592,-1.5625
2593,-6.25
2594,-0.3125
2595,-2.5
2596,-5.3125
2597,-2.5
2598,-8.125
2599,-9.0625
2600,-3.125
2601,-3.4375
2602,-2.5
2603,-1.5625
2604,-2.8125
2605,-2.5
2606,-1.5625
2607,-5.3125
2608,-5.0
2609,-3.75
2610,-2.5
2611,-3.125
2612,-4.375
2613,-1.875
2614,-2.8125
2615,-3.75
2616,-3.75
2617,-4.375
2618,-2.5
2619,-2.1875
2620,-2.8125
2621,-0.625
2622,-1.5625
2623,-4.0625
2624,-2.1875
2625,-5.625
2626,-3.125
2627,-3.75
2628,-4.6875
2629,-3.4375
2630,-4.0625
2631,-5.3125
2632,-2.1875
2633,-2.1875
2634,-3.125
2635,-2.5
2636,-5.3125
2637,-5.3125
2638,-2.1875
2639,-3.4375
2640,-3.125
2641,-4.0625
2642,-4.375
2643,-0.0
2644,-0.9375
2645,-3.75
2646,-11.5625
2647,-3.125
2648,-1.25
2649,-4.375
2650,-1.5625
2651,-10.3125
2652,-0.0
2653,-7.1875
2654,-8.75
2655,-4.6875
2656,-6.25
2657,-2.1875
2658,-1.875
2659,-1.875
2660,-2.8125
2661,-1.25
2662,-4.0625
2663,-1.5625
2664,-2.1875
2665,-3.75
2666,-1.875
2667,-7.1875
2668,-0.625
2669,-3.75
2670,-9.0625
2671,-2.8125
2672,-7.1875
2673,-3.125
2674,-1.5625
2675,-2.5
2676,-1.875
2677,-3.75
2678,-2.5
2679,-5.3125
2680,-0.0
2681,-4.6875
2682,-2.5
2683,-2.8125
2684,-3.75
2685,-0.0
2686,-4.6875
2687,-1.875
2688,-4.0625
2689,-11.25
2690,-0.0
2691,-6.25
2692,-2.1875
2693,-1.25
2694,-6.5625
2695,-2.1875
2696,-4.375
2697,-1.25
2698,-0.0
2699,-2.1875
2700,-4.0625
2701,-5.3125
2702,-7.1875
2703,-2.5
2704,-3.75
2705,-3.4375
2706,-4.0625
2707,-2.5
2708,-2.8125
2709,-2.1875
2710,-0.0
2711,-0.0
2712,-4.0625
2713,-3.4375
2714,-7.8125
2715,-5.0
2716,-2.8125
2717,-3.125
2718,-2.1875
2719,-3.125
2720,-2.8125
2721,-1.875
2722,-5.0
2723,-5.3125
2724,-2.1875
2725,-6.5625
2726,-1.875
2727,-2.8125
2728,-1.25
2729,-1.875
2730,-2.8125
2731,-6.25
2732,-10.0
2733,-2.1875
2734,-2.1875
2735,-0.0
2736,-0.0
2737,-4.6875
2738,-5.0
2739,-2.5
2740,-7.1875
2741,-3.75
2742,-3.75
2743,-0.625
2744,-2.5
2745,-3.4375
2746,-1.875
2747,-4.0625
2748,-3.125
2749,-2.1875
2750,-3.125
2751,-3.4375
2752,-3.125
2753,-1.25
2754,-0.0
2755,-1.25
2756,-3.125
2757,-3.4375
2758,-4.0625
2759,-2.8125
2760,-3.75
2761,-2.1875
2762,-0.0
2763,-4.0625
2764,-0.0
2765,-4.375
2766,-4.375
2767,-2.8125
2768,-1.25
2769,-0.9375
2770,-3.125
2771,-3.4375
2772,-3.125
2773,-8.4375
2774,-2.8125
2775,-2.5
2776,-5.3125
2777,-1.25
2778,-3.4375
2779,-1.5625
2780,-3.75
2781,-5.3125
2782,-0.625
2783,-3.4375
2784,-2.8125
2785,-1.875
2786,-8.125
2787,-3.75
2788,-3.75
2789,-4.375
2790,-2.1875
2791,-1.5625
2792,-2.5
2793,-1.875
2794,-3.75
2795,-5.0
2796,-3.125
2797,-8.125
2798,-2.5
2799,-0.0
2800,-3.4375
2801,-1.5625
2802,-4.0625
2803,-8.125
2804,-4.0625
2805,-3.4375
2806,-2.1875
2807,-0.0
2808,-4.0625
2809,-1.875
2810,-2.5
2811,-7.1875
2812,-1.875
2813,-3.75
2814,-3.125
2815,-0.0
2816,-0.625
2817,-3.4375
2818,-2.5
2819,-5.625
2820,-10.0
2821,-1.25
2822,-2.1875
2823,-0.0
2824,-1.875
2825,-2.1875
2826,-4.375
2827,-5.3125
2828,-7.1875
2829,-0.3125
2830,-0.0
2831,-0.9375
2832,-2.1875
2833,-4.0625
2834,-11.5625
2835,-4.6875
2836,-0.0
2837,-3.4375
2838,-1.875
2839,-3.4375
2840,-12.1875
2841,-3.125
2842,-4.6875
2843,-2.5
2844,-2.1875
2845,-1.875
2846,-2.5
2847,-1.875
2848,-3.4375
2849,-5.0
2850,-2.8125
2851,-4.6875
2852,-1.875
2853,-2.5
2854,-3.75
2855,-0.9375
2856,-3.4375
2857,-0.0
2858,-3.75
2859,-4.6875
2860,-0.0
2861,-1.5625
2862,-2.5
2863,-1.5625
2864,-2.8125
2865,-0.0
2866,-1.5625
2867,-2.8125
2868,-0.0
2869,-7.8125
2870,-3.125
2871,-0.9375
2872,-2.8125
2873,-1.5625
2874,-1.875
2875,-8.75
2876,-1.875
2877,-3.75
2878,-8.75
2879,-1.5625
2880,-0.0
2881,-3.125
2882,-1.5625
2883,-2.5
2884,-4.375
2885,-3.125
2886,-5.0
2887,-3.125
2888,-2.8125
2889,-3.4375
2890,-3.125
2891,-1.5625
2892,-3.4375
2893,-4.375
2894,-0.3125
2895,-3.75
2896,-0.0
2897,-2.5
2898,-6.875
2899,-1.875
2900,-2.5
2901,-1.875
2902,-3.125
2903,-1.875
2904,-5.3125
2905,-3.125
2906,-4.375
2907,-0.625
2908,-1.5625
2909,-4.375
2910,-2.1875
2911,-9.0625
2912,-2.8125
2913,-1.875
2914,-9.0625
2915,-0.0
2916,-4.375
2917,-0.9375
2918,-0.3125
2919,-4.6875
2920,-2.1875
2921,-2.5
2922,-5.0
2923,-2.8125
2924,-3.125
2925,-3.125
2926,-2.8125
2927,-3.125
2928,-2.5
2929,-3.125
2930,-4.0625
2931,-1.875
2932,-3.4375
2933,-3.75
2934,-2.8125
2935,-5.0
2936,-2.1875
2937,-2.5
2938,-0.0
2939,-2.8125
2940,-1.5625
2941,-4.0625
2942,-7.5
2943,-0.0
2944,-4.0625
2945,-0.0
2946,-1.5625
2947,-4.0625
2948,-3.75
2949,-8.75
2950,-3.4375
2951,-4.375
2952,-0.0
2953,-1.875
2954,-2.5
2955,-0.0
2956,-1.875
2957,-5.0
2958,-2.5
2959,-10.3125
2960,-4.375
2961,-3.125
2962,-0.0
2963,-1.5625
2964,-3.4375
2965,-4.6875
2966,-4.375
2967,-5.3125
2968,-4.375
2969,-0.0
2970,-3.125
2971,-3.4375
2972,-0.0
2973,-4.0625
2974,-0.0
2975,-0.0
2976,-9.0625
2977,-0.625
2978,-9.0625
2979,-12.5
2980,-1.875
2981,-3.75
2982,-2.5
2983,-1.5625
2984,-2.1875
2985,-8.125
2986,-0.0
2987,-6.5625
2988,-2.8125
2989,-1.25
2990,-3.125
2991,-2.8125
2992,-0.0
2993,-3.4375
2994,-0.0
2995,-0.0
2996,-8.4375
2997,-3.4375
2998,-7.8125
2999,-2.1875
3000,-2.8125
3001,-3.125
3002,-0.0
3003,-2.1875
3004,-1.5625
3005,-3.4375
3006,-9.6875
3007,-1.5625
3008,-6.25
3009,-0.0
3010,-1.5625
3011,-3.75
3012,-3.125
3013,-2.5
3014,-3.125
3015,-3.125
3016,-1.5625
3017,-2.5
3018,-3.125
3019,-1.875
3020,-0.0
3021,-4.6875
3022,-1.5625
3023,-2.8125
3024,-11.5625
3025,-2.1875
3026,-0.9375
3027,-2.1875
3028,-0.9375
3029,-2.5
3030,-9.0625
3031,-0.625
3032,-8.125
3033,-2.5
3034,-1.5625
3035,-12.5
3036,-1.5625
3037,-4.375
3038,-6.5625
3039,-0.9375
3040,-2.5
3041,-2.8125
3042,-1.875
3043,-4.0625
3044,-2.8125
3045,-5.0
3046,-0.0
3047,-3.75
3048,-1.5625
3049,-2.5
3050,-2.1875
3051,-3.4375
3052,-1.25
3053,-2.1875
3054,-2.1875
3055,-2.5
3056,-5.3125
3057,-2.1875
3058,-0.9375
3059,-2.8125
3060,-5.9375
3061,-2.5
3062,-6.25
3063,-6.25
3064,-2.1875
3065,-5.0
3066,-2.5
3067,-2.5
3068,-8.125
3069,-3.4375
3070,-4.6875
3071,-2.8125
3072,-2.5
3073,-3.4375
3074,-1.875
3075,-3.125
3076,-0.9375
3077,-4.0625
3078,-3.4375
3079,-1.875
3080,-0.9375
3081,-2.1875
3082,-3.125
3083,-6.5625
3084,-1.875
3085,-6.5625
3086,-4.0625
3087,-2.8125
3088,-0.625
3089,-3.4375
3090,-2.1875
3091,-1.875
3092,-8.4375
3093,-3.125
3094,-6.5625
3095,-1.875
3096,-1.875
3097,-3.4375
3098,-0.0
3099,-3.4375
3100,-2.5
3101,-0.0
3102,-9.0625
3103,-2.8125
3104,-3.125
3105,-6.875
3106,-1.5625
3107,-2.8125
3108,-0.0
3109,-1.25
3110,-3.125
3111,-3.125
3112,-8.75
3113,-2.8125
3114,-3.4375
3115,-2.5
3116,-0.9375
3117,-4.375
3118,-0.0
3119,-4.375
3120,-1.875
3121,-2.5
3122,-2.8125
3123,-0.0
3124,-2.5
3125,-2.1875
3126,-3.75
3127,-4.6875
3128,-0.0
3129,-0.625
3130,-3.4375
3131,-3.4375
3132,-3.125
3133,-0.0
3134,-3.4375
3135,-3.75
3136,-4.6875
3137,-11.875
3138,-3.4375
3139,-1.25
3140,-1.875
3141,-1.25
3142,-1.5625
3143,-5.0
3144,-2.5
3145,-3.4375
3146,-2.8125
3147,-0.0
3148,-1.875
3149,-3.75
3150,-1.875
3151,-0.3125
3152,-3.125
3153,-2.5
3154,-3.75
3155,-5.9375
3156,-3.125
3157,-1.25
3158,-4.6875
3159,-1.875
3160,-2.5
3161,-2.8125
3162,-3.125
3163,-0.3125
3164,-6.875
3165,-3.75
3166,-3.75
3167,-2.8125
3168,-2.5
3169,-3.125
3170,-0.0
3171,-2.1875
3172,-0.0
3173,-3.4375
3174,-6.875
3175,-1.875
3176,-6.25
3177,-2.1875
3178,-1.875
3179,-1.25
3180,-2.8125
3181,-3.4375
3182,-1.875
3183,-3.4375
3184,-3.125
3185,-4.0625
3186,-11.875
3187,-0.9375
3188,-2.8125
3189,-2.1875
3190,-0.9375
3191,-7.1875
3192,-4.375
3193,-9.0625
3194,-1.5625
3195,-1.875
3196,-1.875
3197,-1.25
3198,-3.125
3199,-2.1875
3200,-5.0
3201,-4.375
3202,-5.0
3203,-4.0625
3204,-2.1875
3205,-1.875
3206,-0.0
3207,-2.5
3208,-3.4375
3209,-4.0625
3210,-6.875
3211,-4.0625
3212,-2.1875
3213,-3.4375
3214,-2.1875
3215,-2.8125
3216,-4.0625
3217,-0.0
3218,-2.5
3219,-1.875
3220,-2.5
3221,-12.5
3222,-0.9375
3223,-3.125
3224,-3.75
3225,-1.25
3226,-0.0
3227,-1.875
3228,-0.0
3229,-5.9375
3230,-0.0
3231,-4.375
3232,-7.1875
3233,-2.1875
3234,-3.125
3235,-3.4375
3236,-0.0
3237,-3.75
3238,-3.4375
3239,-3.4375
3240,-7.1875
3241,-0.0
3242,-1.5625
3243,-2.5
3244,-1.5625
3245,-3.4375
3246,-1.875
3247,-3.4375
3248,-0.625
3249,-4.0625
3250,-3.4375
3251,-2.5
3252,-5.625
3253,-3.75
3254,-2.5
3255,-1.875
3256,-1.5625
3257,-3.4375
3258,-2.5
3259,-2.8125
3260,-4.6875
3261,-3.125
3262,-1.875
3263,-3.75
3264,-8.125
3265,-3.125
3266,-3.125
3267,-8.125
3268,-1.5625
3269,-4.375
3270,-1.875
3271,-1.875
3272,-4.6875
3273,-1.5625
3274,-2.5
3275,-0.0
3276,-3.125
3277,-5.9375
3278,-3.75
3279,-3.4375
3280,-1.875
3281,-0.0
3282,-3.4375
3283,-1.875
3284,-3.4375
3285,-5.9375
3286,-0.0
3287,-0.0
3288,-2.8125
3289,-2.5
3290,-11.25
3291,-9.0625
3292,-2.5
3293,-5.9375
3294,-0.625
3295,-1.875
3296,-1.25
3297,-1.25
3298,-2.8125
3299,-0.0
3300,-0.9375
3301,-2.5
3302,-3.125
3303,-4.0625
3304,-2.5
3305,-3.4375
3306,-3.4375
3307,-0.0
3308,-2.1875
3309,-2.8125
3310,-3.125
3311,-2.1875
3312,-3.4375
3313,-2.5
3314,-2.8125
3315,-3.75
3316,-3.4375
3317,-1.25
3318,-2.1875
3319,-2.5
3320,-2.5
3321,-5.625
3322,-0.625
3323,-3.125
3324,-3.125
3325,-1.25
3326,-0.625
3327,-0.0
3328,-2.1875
3329,-3.4375
3330,-4.6875
3331,-9.0625
3332,-4.0625
3333,-0.0
3334,-0.0
3335,-1.25
3336,-3.4375
3337,-0.3125
3338,-7.1875
3339,-5.0
3340,-3.4375
3341,-11.5625
3342,-1.25
3343,-0.0
3344,-3.4375
3345,-1.5625
3346,-4.375
3347,-11.5625
3348,-2.1875
3349,-0.625
3350,-2.5
3351,-2.1875
3352,-2.1875
3353,-4.0625
3354,-3.75
3355,-0.0
3356,-2.1875
3357,-2.5
3358,-3.125
3359,-2.5
3360,-6.875
3361,-2.1875
3362,-3.75
3363,-1.875
3364,-0.0
3365,-1.875
3366,-0.0
3367,-7.1875
3368,-1.875
3369,-3.4375
3370,-0.0
3371,-0.0
3372,-3.75
3373,-1.875
3374,-7.1875
3375,-11.25
3376,-2.1875
3377,-2.5
3378,-0.0
3379,-1.5625
3380,-1.875
3381,-5.0
3382,-0.9375
3383,-0.0
3384,-8.75
3385,-0.0
3386,-1.875
3387,-7.8125
3388,-9.0625
3389,-5.3125
3390,-4.375
3391,-0.0
3392,-0.0
3393,-0.0
3394,-4.0625
3395,-4.0625
3396,-9.0625
3397,-3.75
3398,-0.0
3399,-3.4375
3400,-0.0
3401,-2.8125
3402,-2.1875
3403,-0.0
3404,-0.0
3405,-2.1875
3406,-3.75
3407,-3.4375
3408,-4.6875
3409,-1.25
3410,-4.0625
3411,-0.0
3412,-3.125
3413,-3.125
3414,-1.25
3415,-3.125
3416,-4.0625
3417,-3.75
3418,-4.6875
3419,-2.8125
3420,-0.0
3421,-0.0
3422,-7.1875
3423,-0.0
3424,-0.0
3425,-0.0
3426,-12.5
3427,-1.875
3428,-2.5
3429,-0.0
3430,-0.9375
